medium;painter;title;url;year;local_filename;year_unambiguous;Observer;SessionID;TrialTimestamp;FlippedLR;Confidence;Estimates;Duration;Painting CenterXY;Painting size
Leinwand;Joachim Luhn;Porträt einer Familie;https://upload.wikimedia.org/wikipedia/commons/c/c6/Joachim_Luhn_001.jpg;1700;Joachim_Luhn_001.jpg;1700;HHA96w;nan;;;;nan;;nan;nan
Tempera und Öl, Holz;Joachim Patinir;Date;https://upload.wikimedia.org/wikipedia/commons/6/65/Joachim_Patinir_001.jpg;1518;Joachim_Patinir_001.jpg;1518;HHA96w;2016-06-03-16-32-59;2016-06-03 17:17:40.640937;1.0;4.0;[{'Start': (1126, 110, 2.930415153503418), 'End': (597, 504, 3.663818120956421)}];4.583141088485718;(683.0, 314.0);(755, 580)
color on wood;Joachim Patinir;Flucht nach Ägypten;https://upload.wikimedia.org/wikipedia/commons/6/6a/Joachim_Patinir_002.jpg;1515-1524;Joachim_Patinir_002.jpg;1524;HHA96w;nan;;;;nan;;nan;nan
color on wood;Joachim Patinir;Hl. Hieronymus in einer Landschaft;https://upload.wikimedia.org/wikipedia/commons/8/81/Joachim_Patinir_004.jpg;1520;Joachim_Patinir_004.jpg;1520;HHA96w;2016-05-15-14-39-23;2016-05-15 14:55:12.803959;1.0;6.0;[{'End': (661, 361, 6.813331127166748), 'Start': (1165, 347, 4.052916049957275)}];8.871481180191038;(683.0, 314.0);(703, 580)
color on wood;Joachim Patinir;The Rest on The Flight into Egypt;https://upload.wikimedia.org/wikipedia/commons/7/79/Joachim_Patinir_005.jpg;1515-1524;Joachim_Patinir_005.jpg;1524;HHA96w;2016-05-15-14-39-23;2016-05-15 14:59:53.843414;1.0;0.0;[];9.027190923690798;(683.0, 314.0);(713, 580)
oil on panel;Joachim Patinir;The Baptism of Christ;https://upload.wikimedia.org/wikipedia/commons/f/f3/Joachim_Patinir_006.jpg;between 1515 and 1524;Joachim_Patinir_006.jpg;1524;HHA96w;2016-06-12-18-25-41;2016-06-12 19:08:48.251868;1.0;5.0;[{'End': (633, 491, 4.080466985702515), 'Start': (1123, 13, 2.9493730068206787)}];4.9358999729156485;(683.0, 314.0);(747, 580)
color on wood;Joachim Patinir;Überfahrt in die Unterwelt;https://upload.wikimedia.org/wikipedia/commons/2/23/Joachim_Patinir_007.jpg;1515-1524;Joachim_Patinir_007.jpg;1524;HHA96w;nan;;;;nan;;nan;nan
color on wood;Joachim Patinir;The Rest on The Flight into Egypt;https://upload.wikimedia.org/wikipedia/commons/9/9b/Joachim_Patinir%2C_The_Rest_on_The_Flight_into_Egypt%2C_62_x_78_cm%2C_Gem%C3%A4ldegalerie%2C_Berlin.jpg;1515-1524;Joachim_Patinir%2C_The_Rest_on_The_Flight_into_Egypt%2C_62_x_78_cm%2C_Gem%C3%A4ldegalerie%2C_Berlin..jpg;1524;HHA96w;2016-05-30-11-52-19;2016-05-30 12:05:13.569346;1.0;0.0;[];3.723186016082764;(683.0, 314.0);(713, 580)
oil on canvas;Joachim von Sandrart;Der November;https://upload.wikimedia.org/wikipedia/commons/0/05/Joachim_von_Sandrart_-_November.jpg;1643;Joachim_von_Sandrart_-_November.jpg;1643;HHA96w;2016-06-24-13-17-53;2016-06-24 13:24:13.350897;1.0;6.0;[{'End': (508, 543, 2.8273839950561523), 'Start': (975, 44, 1.674238920211792)}];3.6899948120117188;(683.0, 314.0);(479, 580)
oil on canvas;Joachim von Sandrart;Mars zieht in den Krieg;https://upload.wikimedia.org/wikipedia/commons/a/a8/Joachim_von_Sandrart_002.jpg;1630-1639;Joachim_von_Sandrart_002.jpg;1639;HHA96w;2016-06-03-16-32-59;2016-06-03 17:29:48.216360;1.0;5.0;[{'Start': (1017, 51, 2.032701015472412), 'End': (651, 432, 2.775604009628296)}];4.0280280113220215;(683.0, 314.0);(452, 580)
color on canvas;Johan Jongkind;Hafen von Étretat;https://upload.wikimedia.org/wikipedia/commons/0/09/Johan_Barthold_Jongkind_002.jpg;1852;Johan_Barthold_Jongkind_002.jpg;1852;HHA96w;nan;;;;nan;;nan;nan
color on canvas;Johan Jongkind;Rotterdam;https://upload.wikimedia.org/wikipedia/commons/4/46/Johan_Barthold_Jongkind_004.jpg;1856;Johan_Barthold_Jongkind_004.jpg;1856;HHA96w;2016-06-10-09-43-06;2016-06-10 10:03:02.153434;1.0;0.0;[];2.177623987197876;(683.0, 314.0);(706, 580)
watercolor on paper;Johan Jongkind;Strand von Ste. Adresse;https://upload.wikimedia.org/wikipedia/commons/f/f3/Johan_Barthold_Jongkind_005.jpg;1863;Johan_Barthold_Jongkind_005.jpg;1863;HHA96w;2016-05-27-10-50-06;2016-05-27 10:50:30.207470;0.0;0.0;[];2.454807043075561;(683.0, 314.0);(1096, 580)
color on canvas;Johan Jongkind;Straße in Nevers;https://upload.wikimedia.org/wikipedia/commons/d/d5/Johan_Barthold_Jongkind_006.jpg;1874;Johan_Barthold_Jongkind_006.jpg;1874;HHA96w;2016-06-24-13-17-53;2016-06-24 13:24:03.233441;0.0;0.0;[];1.1751489639282227;(683.0, 314.0);(434, 580)
oil on canvas;Johan Christian Dahl;The Eruption of Vesuvius in December 1820;https://upload.wikimedia.org/wikipedia/commons/8/85/Johan_Christian_Claussen_Dahl_001.jpg;1826;Johan_Christian_Claussen_Dahl_001.jpg;1826;HHA96w;2016-06-05-19-42-57;2016-06-05 19:46:30.881134;1.0;0.0;[];3.148446083068848;(683.0, 314.0);(785, 580)
oil on paper mounted on canvas;Johan Christian Dahl;Norwegian:;https://upload.wikimedia.org/wikipedia/commons/8/8c/Johan_Christian_Claussen_Dahl_002.jpg;1830;Johan_Christian_Claussen_Dahl_002.jpg;1830;HHA96w;nan;;;;nan;;nan;nan
oil on canvas;Johan Christian Dahl;Near Lyshornet;https://upload.wikimedia.org/wikipedia/commons/9/91/Johan_Christian_Claussen_Dahl_003.jpg;1836;Johan_Christian_Claussen_Dahl_003.jpg;1836;HHA96w;2016-06-10-10-47-19;2016-06-10 11:04:03.218761;1.0;6.0;[{'Start': (1121, 60, 2.366529941558838), 'End': (552, 336, 3.094944953918457)}];4.067863941192627;(683.0, 314.0);(713, 580)
oil on canvas;Johan Thomas Lundbye;Hankehøj;https://upload.wikimedia.org/wikipedia/commons/b/b4/Johan_Thomas_Lundbye_001.jpg;1847;Johan_Thomas_Lundbye_001.jpg;1847;HHA96w;2016-06-24-12-39-28;2016-06-24 12:57:26.652791;1.0;5.0;[{'Start': (264, 59, 2.3188259601593018), 'End': (863, 548, 3.7825119495391846)}];4.74866509437561;(683.0, 314.0);(682, 580)
oil on canvas;Johann Anton Eismann;The Battle;https://upload.wikimedia.org/wikipedia/commons/8/81/Johann_Anton_Eismann_001.jpg;1656;Johann_Anton_Eismann_001.jpg;1656;HHA96w;2016-05-15-14-39-23;2016-05-15 15:26:05.976024;1.0;0.0;[];3.1186540126800537;(683.0, 314.0);(990, 580)
oil on canvas;Johann Anwander;Hll. Cosmas und Damian als Ärzte;https://upload.wikimedia.org/wikipedia/commons/1/1c/Johann_Anwander_001.jpg;1762;Johann_Anwander_001.jpg;1762;HHA96w;2016-06-24-12-39-28;2016-06-24 13:08:18.489486;0.0;4.0;[{'Start': (215, 30, 2.1182680130004883), 'End': (905, 375, 3.0818910598754883)}];4.010010957717896;(683.0, 314.0);(755, 580)
oil on canvas;Johann Baptist Zimmermann;Allegorie auf die Gründung von Nymphenburg;https://upload.wikimedia.org/wikipedia/commons/8/8f/Johann_Baptist_Zimmermann_001.jpg;1756;Johann_Baptist_Zimmermann_001.jpg;1756;HHA96w;2016-06-10-09-43-06;2016-06-10 10:01:50.811059;1.0;0.0;[];11.35703992843628;(683.0, 314.0);(417, 580)
oil on canvas;Johann Carl Loth;Jupiter und Merkur bei Philemon und Baucis;https://upload.wikimedia.org/wikipedia/commons/b/b7/Johann_Carl_Loth_001.jpg;1659-1662;Johann_Carl_Loth_001.jpg;1662;HHA96w;2016-06-10-10-47-19;2016-06-10 10:56:49.929152;0.0;5.0;[{'Start': (212, 46, 2.0618391036987305), 'End': (874, 398, 3.182955026626587)}];4.1817500591278085;(683.0, 314.0);(771, 580)
oil on canvas;Johann Carl Wilck;Portrait of Baron Rohrscheidt;https://upload.wikimedia.org/wikipedia/commons/1/1e/Johann_Carl_Wilck_001.jpg;1804;Johann_Carl_Wilck_001.jpg;1804;HHA96w;2016-06-03-16-32-59;2016-06-03 17:01:34.716003;1.0;4.0;[{'Start': (1000, 72, 2.18398118019104), 'End': (532, 515, 3.3245770931243896)}];4.2582411766052255;(683.0, 314.0);(384, 580)
oil on canvas;Johann Christian Brand;Die Sandgrube;https://upload.wikimedia.org/wikipedia/commons/f/f1/Johann_Christian_Brand_001.jpg;1744;Johann_Christian_Brand_001.jpg;1744;HHA96w;2016-06-10-09-43-06;2016-06-10 10:17:32.082665;1.0;5.0;[{'End': (771, 535, 6.288900136947632), 'Start': (891, 0, 5.059952020645142)}];7.258222103118896;(683.0, 314.0);(1030, 580)
oil on canvas;Johann Christian Brand;Donaulandschaft bei Wien;https://upload.wikimedia.org/wikipedia/commons/7/7f/Johann_Christian_Brand_002.jpg;1760;Johann_Christian_Brand_002.jpg;1760;HHA96w;2016-06-24-12-39-28;2016-06-24 13:03:24.201301;0.0;5.0;[{'Start': (1262, 119, 5.9373087882995605), 'End': (414, 414, 7.086957931518555)}];8.65315580368042;(683.0, 314.0);(1045, 580)
oil on canvas;Johann Christian Klengel;Italienische Landschaft;https://upload.wikimedia.org/wikipedia/commons/5/5b/Johann_Christian_Klengel_001.jpg;1816;Johann_Christian_Klengel_001.jpg;1816;HHA96w;2016-06-10-10-47-19;2016-06-10 11:26:50.721168;1.0;5.0;[{'Start': (1041, 113, 2.596813917160034), 'End': (619, 528, 3.3114030361175537)}];4.214248895645143;(683.0, 314.0);(521, 580)
oil on canvas;Johann Christian Reinhart;Blick auf Tivoli;https://upload.wikimedia.org/wikipedia/commons/8/82/Johann_Christian_Reinhart_001.jpg;1813;Johann_Christian_Reinhart_001.jpg;1813;HHA96w;2016-05-27-10-50-06;2016-05-27 10:57:37.576656;0.0;5.0;[{'End': (800, 524, 3.4813318252563477), 'Start': (417, 208, 2.4277617931365967)}];4.497769832611084;(683.0, 314.0);(436, 580)
oil on panel;Johann Conrad Seekatz;Die Familie Goethe in Schäfertracht;https://upload.wikimedia.org/wikipedia/commons/d/d2/Johann_Conrad_Seekatz_001.jpg;1760;Johann_Conrad_Seekatz_001.jpg;1760;HHA96w;2016-06-03-16-32-59;2016-06-03 17:12:13.022638;0.0;4.0;[{'Start': (965, 25, 1.7513267993927002), 'End': (602, 521, 2.510776996612549)}];4.463528871536255;(683.0, 314.0);(399, 580)
oil on panel;Johann Conrad Seekatz;Mädchen und Bettler;https://upload.wikimedia.org/wikipedia/commons/3/37/Johann_Conrad_Seekatz_002.jpg;1755-1760;Johann_Conrad_Seekatz_002.jpg;1760;HHA96w;2016-06-12-18-25-41;2016-06-12 18:40:22.247438;1.0;5.0;[{'End': (591, 497, 3.7630109786987305), 'Start': (969, 49, 2.6163330078125)}];4.820106983184815;(683.0, 314.0);(426, 580)
oil on panel;Johann Conrad Seekatz;Verstoßung der Hagar;https://upload.wikimedia.org/wikipedia/commons/b/b7/Johann_Conrad_Seekatz_003.jpg;1760-1765;Johann_Conrad_Seekatz_003.jpg;1765;HHA96w;2016-06-10-10-47-19;2016-06-10 11:23:08.655502;0.0;5.0;[{'Start': (192, 98, 2.6447880268096924), 'End': (915, 564, 3.532848834991455)}];5.113615036010742;(683.0, 314.0);(795, 580)
oil on panel;Johann Conrad Seekatz;Verstoßung der Hagar, Detail;https://upload.wikimedia.org/wikipedia/commons/2/26/Johann_Conrad_Seekatz_004.jpg;1760-1765;Johann_Conrad_Seekatz_004.jpg;1765;HHA96w;2016-06-24-12-39-28;2016-06-24 12:51:01.866760;0.0;6.0;[{'Start': (349, 66, 2.209311008453369), 'End': (819, 526, 3.986085891723633)}];4.8666980266571045;(683.0, 314.0);(500, 580)
oil on canvas;Johann Elias Ridinger;Hirschjagd;https://upload.wikimedia.org/wikipedia/commons/1/14/Johann_Elias_Ridinger_001.jpg;1740-1760;Johann_Elias_Ridinger_001.jpg;1760;HHA96w;2016-06-10-09-43-06;2016-06-10 09:44:11.778214;1.0;4.0;[{'End': (652, 503, 10.899555921554565), 'Start': (911, 112, 9.78863787651062)}];12.37111496925354;(683.0, 314.0);(326, 580)
oil on canvas;Johann Evangelist Holzer;Entwurf für ein Deckenbild mit der Allegorie der Künste und Wissenschaften;https://upload.wikimedia.org/wikipedia/commons/6/63/Johann_Evangelist_Holzer_001.jpg;1740;Johann_Evangelist_Holzer_001.jpg;1740;HHA96w;2016-06-03-16-32-59;2016-06-03 16:49:04.821318;0.0;0.0;[];1.590684175491333;(683.0, 314.0);(323, 580)
oil on canvas;Johann Friedrich August Tischbein;Nicolas Châtelain in the Garden;https://upload.wikimedia.org/wikipedia/commons/1/16/Johann_Friedrich_August_Tischbein_001.jpg;1791;Johann_Friedrich_August_Tischbein_001.jpg;1791;HHA96w;2016-05-27-10-50-06;2016-05-27 10:56:58.416179;0.0;4.0;[{'End': (745, 458, 8.953398942947388), 'Start': (455, 165, 7.782892942428589)}];10.07050895690918;(683.0, 314.0);(207, 580)
oil on canvas;Johann Georg Hainz;Kleinodien-Schrank;https://upload.wikimedia.org/wikipedia/commons/f/f2/Johann_Georg_Hainz_001.jpg;1666;Johann_Georg_Hainz_001.jpg;1666;HHA96w;2016-06-12-18-25-41;2016-06-12 18:37:00.283796;0.0;6.0;[{'End': (821, 533, 3.3667478561401367), 'Start': (363, 63, 2.1551668643951416)}];4.521944999694824;(683.0, 314.0);(465, 580)
oil on copper;Johann Georg Platzer;Allegory of the Four Seasons;https://upload.wikimedia.org/wikipedia/commons/6/69/Johann_Georg_Platzer_001.jpg;1750;Johann_Georg_Platzer_001.jpg;1750;HHA96w;2016-06-10-10-47-19;2016-06-10 11:11:08.525615;1.0;5.0;[{'Start': (1121, 64, 1.8234939575195312), 'End': (545, 484, 2.9314041137695312)}];3.9253671169281006;(683.0, 314.0);(819, 580)
oil on copper;Johann Georg Platzer;Das Gastmal der Kleopatra;https://upload.wikimedia.org/wikipedia/commons/7/76/Johann_Georg_Platzer_002.jpg;1750;Johann_Georg_Platzer_002.jpg;1750;HHA96w;2016-05-25-12-03-00;2016-05-25 12:10:05.926366;0.0;5.0;[{'Start': (181, 451, 4.643266916275024), 'End': (708, 207, 5.612327814102173)}];6.750419855117798;(683.0, 314.0);(726, 580)
oil on copper;Johann Georg Platzer;Das Gastmal der Kleopatra;https://upload.wikimedia.org/wikipedia/commons/7/76/Johann_Georg_Platzer_003.jpg;1750;Johann_Georg_Platzer_003.jpg;1750;HHA96w;2016-05-30-11-52-19;2016-05-30 12:05:10.384057;0.0;0.0;[];1.6988458633422852;(683.0, 314.0);(729, 580)
oil on copper;Johann Georg Platzer;Das Gastmal der Kleopatra;https://upload.wikimedia.org/wikipedia/commons/e/ee/Johann_Georg_Platzer_004.jpg;1750;Johann_Georg_Platzer_004.jpg;1750;HHA96w;2016-06-10-10-47-19;2016-06-10 11:06:27.114321;1.0;6.0;[{'Start': (917, 49, 1.5852789878845215), 'End': (639, 474, 3.2163290977478027)}];4.1253321170806885;(683.0, 314.0);(344, 580)
oil on copper;Johann Georg Platzer;Orientalisches Fest;https://upload.wikimedia.org/wikipedia/commons/4/49/Johann_Georg_Platzer_005.jpg;1750;Johann_Georg_Platzer_005.jpg;1750;HHA96w;2016-05-15-14-39-23;2016-05-15 14:42:00.528175;0.0;5.0;[{'End': (741, 392, 3.1134560108184814), 'Start': (382, 194, 1.7900149822235107)}];4.77048397064209;(683.0, 314.0);(345, 580)
oil on copper;Johann Georg Platzer;Orientalisches Fest;https://upload.wikimedia.org/wikipedia/commons/4/44/Johann_Georg_Platzer_006.jpg;1750;Johann_Georg_Platzer_006.jpg;1750;HHA96w;2016-05-30-11-52-19;2016-05-30 11:53:25.743260;0.0;4.0;[{'End': (754, 448, 3.9293441772460938), 'Start': (216, 140, 2.7377350330352783)}];4.997910976409912;(683.0, 314.0);(742, 580)
oil on panel;Heinrich Bürkel;Landschaft mit Bauernwagen;https://upload.wikimedia.org/wikipedia/commons/1/1f/Johann_Heinrich_B%C3%BCrkel_001.jpg;1834;Johann_Heinrich_B%C3%BCrkel_001.jpg;1834;HHA96w;2016-05-29-20-23-22;2016-05-29 20:31:07.309498;1.0;5.0;[{'Start': (1015, 178, 2.8416531085968018), 'End': (489, 429, 3.9605941772460938)}];4.908585071563722;(683.0, 314.0);(524, 580)
Tusche, aquarelliert auf Karton;Henry Fuseli;Aphrodite führt Paris zum Duell mit Menelaos;https://upload.wikimedia.org/wikipedia/commons/5/58/Johann_Heinrich_F%C3%BCssli_001.jpg;1766-1770;Johann_Heinrich_F%C3%BCssli_001.jpg;1770;HHA96w;nan;;;;nan;;nan;nan
oil on canvas;Henry Fuseli;Belindas Traum;https://upload.wikimedia.org/wikipedia/commons/1/10/Johann_Heinrich_F%C3%BCssli_002.jpg;1780-1790;Johann_Heinrich_F%C3%BCssli_002.jpg;1790;HHA96w;2016-06-03-16-32-59;2016-06-03 16:52:49.143996;1.0;0.0;[];2.8345999717712402;(683.0, 314.0);(742, 580)
Bleistift, Tusche, aquarelliert auf Karton;Henry Fuseli;Brunhilde beobachtet Gunther;https://upload.wikimedia.org/wikipedia/commons/4/42/Johann_Heinrich_F%C3%BCssli_003.jpg;1807;Johann_Heinrich_F%C3%BCssli_003.jpg;1807;HHA96w;2016-06-10-09-43-06;2016-06-10 10:12:41.011402;0.0;0.0;[];1.731821060180664;(683.0, 314.0);(373, 580)
oil on canvas;Henry Fuseli;Cerasimus und Huon fliehen vor dem Elfenkönig Oberon;https://upload.wikimedia.org/wikipedia/commons/0/09/Johann_Heinrich_F%C3%BCssli_004.jpg;1804-1805;Johann_Heinrich_F%C3%BCssli_004.jpg;1805;HHA96w;2016-05-27-10-50-06;2016-05-27 11:06:06.238944;1.0;0.0;[];22.247354984283447;(683.0, 314.0);(422, 580)
Beistift, aquarelliert auf Karton;Henry Fuseli;Dame am Frisiertisch;https://upload.wikimedia.org/wikipedia/commons/e/ec/Johann_Heinrich_F%C3%BCssli_005.jpg;1800-1806;Johann_Heinrich_F%C3%BCssli_005.jpg;1806;HHA96w;nan;;;;nan;;nan;nan
Feder und Sepia, aquarelliert;Henry Fuseli;Dante und Virgil auf dem Eis des Kozythus;https://upload.wikimedia.org/wikipedia/commons/f/fb/Johann_Heinrich_F%C3%BCssli_006.jpg;1774;Johann_Heinrich_F%C3%BCssli_006.jpg;1774;HHA96w;nan;;;;nan;;nan;nan
oil on canvas;Henry Fuseli;Das Erwachen der Elfenkönigin Titania;https://upload.wikimedia.org/wikipedia/commons/2/26/Johann_Heinrich_F%C3%BCssli_007.jpg;1775-1790;Johann_Heinrich_F%C3%BCssli_007.jpg;1790;HHA96w;2016-06-05-19-42-57;2016-06-05 20:07:48.393043;0.0;5.0;[{'Start': (264, 65, 1.9599618911743164), 'End': (911, 569, 2.9109139442443848)}];3.8130390644073486;(683.0, 314.0);(738, 580)
oil on canvas;Henry Fuseli;Das Schweigen;https://upload.wikimedia.org/wikipedia/commons/0/0c/Johann_Heinrich_F%C3%BCssli_008.jpg;1799-1801;Johann_Heinrich_F%C3%BCssli_008.jpg;1801;HHA96w;2016-06-12-18-25-41;2016-06-12 19:08:57.932983;0.0;0.0;[];1.8744080066680908;(683.0, 314.0);(468, 580)
oil on canvas;Henry Fuseli;Der Feuerkönig;https://upload.wikimedia.org/wikipedia/commons/3/36/Johann_Heinrich_F%C3%BCssli_009.jpg;1801-1810;Johann_Heinrich_F%C3%BCssli_009.jpg;1810;HHA96w;2016-06-03-16-32-59;2016-06-03 16:39:58.453940;1.0;0.0;[];2.8892550468444824;(683.0, 314.0);(734, 580)
Tusche, aquarelliert auf Karton;Henry Fuseli;Der Flüchtling;https://upload.wikimedia.org/wikipedia/commons/9/93/Johann_Heinrich_F%C3%BCssli_010.jpg;1772;Johann_Heinrich_F%C3%BCssli_010.jpg;1772;HHA96w;2016-05-15-14-39-23;2016-05-15 15:41:44.672903;1.0;3.0;[{'End': (820, 472, 4.421689987182617), 'Start': (1343, 358, 3.297942876815796)}];5.294788837432861;(683.0, 314.0);(995, 580)
oil on canvas;Henry Fuseli;Der Kampf des Thor mit der Schlange des Midgard;https://upload.wikimedia.org/wikipedia/commons/7/74/Johann_Heinrich_F%C3%BCssli_011.jpg;1788;Johann_Heinrich_F%C3%BCssli_011.jpg;1788;HHA96w;2016-06-03-16-32-59;2016-06-03 17:31:07.537049;1.0;5.0;[{'Start': (336, 59, 1.5542659759521484), 'End': (841, 470, 2.237186908721924)}];3.0633029937744136;(683.0, 314.0);(411, 580)
oil on canvas;Henry Fuseli;Johann Heinrich Füssli im Gespräch mit dem Zürcher Historiker und Literat Johann Jacob Bodmer;https://upload.wikimedia.org/wikipedia/commons/e/e4/Johann_Heinrich_F%C3%BCssli_012.jpg;1781;Johann_Heinrich_F%C3%BCssli_012.jpg;1781;HHA96w;2016-06-10-09-43-06;2016-06-10 09:59:31.618775;1.0;5.0;[{'End': (490, 419, 3.1744611263275146), 'Start': (1035, 70, 2.070617198944092)}];4.293828010559082;(683.0, 314.0);(529, 580)
Rötel mit Sepia getönt;Henry Fuseli;Der Künstler verzweifelnd angesichts der Größe der antiken Trümmer;https://upload.wikimedia.org/wikipedia/commons/d/d7/Johann_Heinrich_F%C3%BCssli_013.jpg;1778-1780;Johann_Heinrich_F%C3%BCssli_013.jpg;1780;HHA96w;nan;;;;nan;;nan;nan
oil on canvas;Henry Fuseli;Der Nachtmahr verläßt das Lager zweier schlafender Mädchen;https://upload.wikimedia.org/wikipedia/commons/a/a6/Johann_Heinrich_F%C3%BCssli_014.jpg;1793;Johann_Heinrich_F%C3%BCssli_014.jpg;1793;HHA96w;2016-06-12-17-46-29;2016-06-12 17:59:18.580313;0.0;6.0;[{'Start': (290, 18, 5.546119928359985), 'End': (949, 444, 6.431177139282227)}];7.386358976364138;(683.0, 314.0);(747, 580)
oil on canvas;Henry Fuseli;Der Schiffbruch des Odysseus;https://upload.wikimedia.org/wikipedia/commons/8/88/Johann_Heinrich_F%C3%BCssli_015.jpg;1803;Johann_Heinrich_F%C3%BCssli_015.jpg;1803;HHA96w;2016-06-10-10-47-19;2016-06-10 10:58:51.568389;0.0;5.0;[{'Start': (872, 3, 3.5889220237731934), 'End': (607, 446, 4.735579967498779)}];5.776182174682617;(683.0, 314.0);(457, 580)
oil on canvas;Henry Fuseli;Der Schlaf und der Tod tragen den Körper des Sarpedon nach Lykien;https://upload.wikimedia.org/wikipedia/commons/7/7d/Johann_Heinrich_F%C3%BCssli_016.jpg;1803;Johann_Heinrich_F%C3%BCssli_016.jpg;1803;HHA96w;2016-06-10-10-47-19;2016-06-10 11:13:15.579492;0.0;3.0;[{'Start': (327, 5, 7.28826379776001), 'End': (682, 382, 8.070350885391235)}];8.988885879516602;(683.0, 314.0);(451, 580)
oil on canvas;Henry Fuseli;Der Traum des Schäfers;https://upload.wikimedia.org/wikipedia/commons/4/4a/Johann_Heinrich_F%C3%BCssli_017.jpg;1793;Johann_Heinrich_F%C3%BCssli_017.jpg;1793;HHA96w;nan;;;;nan;;nan;nan
oil on canvas;Henry Fuseli;Die drei Eidgenossen beim Schwur auf den Rütli (Rütlischwur);https://upload.wikimedia.org/wikipedia/commons/3/30/Johann_Heinrich_F%C3%BCssli_018.jpg;1780;Johann_Heinrich_F%C3%BCssli_018.jpg;1780;HHA96w;nan;;;;nan;;nan;nan
oil on canvas;Henry Fuseli;Die drei Hexen, English - The Weird Sisters or The Three Witches;https://upload.wikimedia.org/wikipedia/commons/4/4b/Johann_Heinrich_F%C3%BCssli_019.jpg;1783;Johann_Heinrich_F%C3%BCssli_019.jpg;1783;HHA96w;2016-06-05-19-42-57;2016-06-05 19:56:26.700782;1.0;5.0;[{'Start': (1215, 78, 2.8053359985351562), 'End': (404, 449, 3.8397529125213623)}];4.767660856246948;(683.0, 314.0);(842, 580)
oil on canvas;Henry Fuseli;Die Einsamkeit bei Tagesanbruch;https://upload.wikimedia.org/wikipedia/commons/b/b9/Johann_Heinrich_F%C3%BCssli_020.jpg;1794-1796;Johann_Heinrich_F%C3%BCssli_020.jpg;1796;HHA96w;2016-06-10-10-47-19;2016-06-10 11:03:21.341114;0.0;6.0;[{'Start': (306, 115, 3.4340059757232666), 'End': (956, 563, 4.723104000091553)}];5.576210975646973;(683.0, 314.0);(618, 580)
oil on canvas;Henry Fuseli;Die Elfenkönigin Titania findet am Strand den Zauberring;https://upload.wikimedia.org/wikipedia/commons/d/df/Johann_Heinrich_F%C3%BCssli_021.jpg;1804-1805;Johann_Heinrich_F%C3%BCssli_021.jpg;1805;HHA96w;nan;;;;nan;;nan;nan
oil on canvas;Henry Fuseli;Die Elfenkönigin Titania streichelt den eselsköpfigen Zettel;https://upload.wikimedia.org/wikipedia/commons/d/d1/Johann_Heinrich_F%C3%BCssli_022.jpg;1780-1790;Johann_Heinrich_F%C3%BCssli_022.jpg;1790;HHA96w;nan;;;;nan;;nan;nan
oil on canvas;Henry Fuseli;Die Elfenkönigin Titania und Zettel, der Weber mit Eselskopf, Detail.;https://upload.wikimedia.org/wikipedia/commons/1/19/Johann_Heinrich_F%C3%BCssli_024.jpg;1793-1794;Johann_Heinrich_F%C3%BCssli_024.jpg;1794;HHA96w;2016-05-30-11-52-19;2016-05-30 12:11:26.316138;1.0;5.0;[{'End': (637, 462, 3.1282880306243896), 'Start': (990, 117, 2.3288040161132812)}];4.139585018157959;(683.0, 314.0);(476, 580)
oil on canvas;Henry Fuseli;Die Elfenkönigin Titania und Zettel, der Weber mit Eselskopf, Detail: Elfe;https://upload.wikimedia.org/wikipedia/commons/5/5f/Johann_Heinrich_F%C3%BCssli_025.jpg;1793-1794;Johann_Heinrich_F%C3%BCssli_025.jpg;1794;HHA96w;nan;;;;nan;;nan;nan
oil on canvas;Henry Fuseli;Die Elfenkönigin Titania und Zettel, der Weber mit Eselskopf, Detail: Elfe;https://upload.wikimedia.org/wikipedia/commons/3/37/Johann_Heinrich_F%C3%BCssli_026.jpg;1793-1794;Johann_Heinrich_F%C3%BCssli_026.jpg;1794;HHA96w;2016-06-03-16-32-59;2016-06-03 17:20:35.798440;0.0;5.0;[{'Start': (1015, 26, 2.319361925125122), 'End': (610, 378, 3.058763027191162)}];4.768574953079224;(683.0, 314.0);(473, 580)
oil on canvas;Henry Fuseli;Die Entkleidung;https://upload.wikimedia.org/wikipedia/commons/0/08/Johann_Heinrich_F%C3%BCssli_027.jpg;1806-1807;Johann_Heinrich_F%C3%BCssli_027.jpg;1807;HHA96w;2016-06-05-20-43-36;2016-06-05 20:50:57.639923;1.0;5.0;[{'End': (544, 411, 3.014608144760132), 'Start': (954, 67, 1.7801320552825928)}];3.9468810558319087;(683.0, 314.0);(447, 580)
oil on canvas;Henry Fuseli;Die Erschaffung Evas;https://upload.wikimedia.org/wikipedia/commons/b/b8/Johann_Heinrich_F%C3%BCssli_028.jpg;1793;Johann_Heinrich_F%C3%BCssli_028.jpg;1793;HHA96w;2016-06-12-17-46-29;2016-06-12 17:46:50.030321;0.0;4.0;[{'Start': (937, 53, 145.2001371383667), 'End': (615, 476, 147.30115723609924)}];148.2970712184906;(683.0, 314.0);(384, 580)
